spec,estimand,term,n,r2_within,coef,se,pvalue,ci_low,ci_high,group
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:disp_X_len",99644,0.0022072658237377585,-0.00507166720614798,0.0059545962512918315,0.40620658265344334,-0.01763476713683055,0.007491432724534589,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:disp_X_len",99644,0.0022072658237377585,0.0077096300256377336,0.007105540871791324,0.29306203298332734,-0.007281750794597964,0.02270101084587343,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:disp_X_len",99644,0.0022072658237377585,-0.004944397170043477,0.006318486837892675,0.4446682313336803,-0.01827523912896336,0.008386444788876407,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:disp_X_len",99644,0.0022072658237377585,-0.021607066666282846,0.008124866232781516,0.01651556901286777,-0.03874903601201608,-0.004465097320549612,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:disp_X_len",99644,0.0022072658237377585,-0.018905360762390057,0.011058954468641162,0.10554605175591725,-0.04223771517487705,0.004426993650096935,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:disp_X_len",99644,0.0022072658237377585,-0.035712572017141786,0.009057763909449726,0.001049691119424656,-0.05482278341363399,-0.01660236062064958,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-4]:tXdXlen",99644,0.0022072658237377585,0.030506352477489555,0.01728161652715252,0.09547675170877001,-0.005954671281636188,0.0669673762366153,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-3]:tXdXlen",99644,0.0022072658237377585,0.06188424421928787,0.026395412778398367,0.0314550983493489,0.0061947911560859895,0.11757369728248976,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[-2]:tXdXlen",99644,0.0022072658237377585,-0.0072274044139605375,0.017637353177346583,0.6870859489900731,-0.04443896689927191,0.029984158071350832,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[1]:tXdXlen",99644,0.0022072658237377585,0.017383758963962565,0.018825976637628562,0.36872420402810624,-0.02233557981402971,0.057103097741954836,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[2]:tXdXlen",99644,0.0022072658237377585,0.047511601924080736,0.022535738747190982,0.05014925975227147,-3.46507427216175e-05,0.09505785459088309,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[3]:tXdXlen",99644,0.0022072658237377585,0.025033835407775065,0.022698134715128344,0.28543823337121066,-0.022855042801958828,0.07292271361750896,event_study
event_binary_D,,"C(rel_t, contr.treatment(base=-1))[4]:tXdXlen",99644,0.0022072658237377585,0.06173448278145465,0.016352958811474177,0.0015102422418460382,0.02723275553734205,0.09623621002556726,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-4]:treated",99644,0.0015169338496138218,-0.02349913761354934,0.01841501505375083,0.2190849093160827,-0.062351423239985375,0.015353148012886696,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-3]:treated",99644,0.0015169338496138218,-0.016097196155282836,0.023349282184043068,0.4998689976556232,-0.06535987543839966,0.03316548312783399,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:treated",99644,0.0015169338496138218,-0.03650118665814196,0.016173427900308197,0.0374697073015513,-0.070624136789174,-0.002378236527109931,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:treated",99644,0.0015169338496138218,0.025107143023170728,0.022452767975031675,0.27902624223831074,-0.02226405661602507,0.07247834266236652,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:treated",99644,0.0015169338496138218,-0.000783282879434805,0.02023963692683976,0.9695800712987623,-0.043485184157369024,0.04191861839849941,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:treated",99644,0.0015169338496138218,-0.019662694359105785,0.022864316946616715,0.40176927906658566,-0.06790218642959292,0.028576797711381354,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:treated",99644,0.0015169338496138218,-0.0038240731797446878,0.014296547744026679,0.7923159524677306,-0.033987152319327994,0.02633900595983862,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-4]:treated_X_score",99644,0.0015169338496138218,0.03617637479407927,0.04119866259540548,0.3921334465818611,-0.050745205335600396,0.12309795492375894,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-3]:treated_X_score",99644,0.0015169338496138218,0.03787565144802732,0.046722224974075875,0.42876666554909515,-0.06069962663330446,0.1364509295293591,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:treated_X_score",99644,0.0015169338496138218,0.03441954230899319,0.026343581053373942,0.20876195791923746,-0.021160555373326194,0.08999963999131258,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:treated_X_score",99644,0.0015169338496138218,0.011958321868319853,0.032846737612436304,0.7202986266633657,-0.05734223682739732,0.08125888056403703,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:treated_X_score",99644,0.0015169338496138218,-0.028737945674454365,0.0382541051712282,0.462782915101569,-0.10944705268078048,0.05197116133187174,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:treated_X_score",99644,0.0015169338496138218,-0.020310493464182997,0.04326229573395235,0.6446966121985596,-0.11158595893650164,0.07096497200813565,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:treated_X_score",99644,0.0015169338496138218,-0.04780003916566419,0.03010090328395443,0.1307117853913362,-0.11130739382100122,0.01570731548967283,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-4]:displacement_prob_centered",99644,0.0015169338496138218,0.07581988823097285,0.018046900149933837,0.0005999774239433542,0.03774425716304247,0.11389551929890324,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-3]:displacement_prob_centered",99644,0.0015169338496138218,0.06048748136869971,0.02046943958151514,0.00886440467633487,0.017300738870103957,0.10367422386729547,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[-2]:displacement_prob_centered",99644,0.0015169338496138218,0.03434313285453484,0.021564672488091713,0.1296802249185618,-0.01115434909171168,0.07984061480078136,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[1]:displacement_prob_centered",99644,0.0015169338496138218,0.041925349795304656,0.018994021997493653,0.04132722059170346,0.001851466299286432,0.08199923329132289,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[2]:displacement_prob_centered",99644,0.0015169338496138218,0.09710267569041449,0.02022082866405953,0.000166117429374113,0.054440456378285984,0.139764895002543,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[3]:displacement_prob_centered",99644,0.0015169338496138218,0.11327381183569384,0.027552110585059002,0.0007287592601330495,0.05514393972115387,0.1714036839502338,event_study
event_score_C,,"C(rel_t, contr.treatment(base=-1))[4]:displacement_prob_centered",99644,0.0015169338496138218,0.13984516005027797,0.02779564982545699,0.00010266113095491747,0.08120146505253267,0.19848885504802327,event_study
