event_fe_id,rel_t_history,product_window_choices,new_product_window_choices,window_novelty
534993|238|2021-07-24,-10,2,1,0.5
534993|238|2021-07-24,-9,2,1,0.5
534993|238|2021-07-24,-8,1,0,0.0
534993|238|2021-07-24,-7,1,1,1.0
534993|238|2021-07-24,-3,1,1,1.0
534993|238|2021-07-24,-1,1,0,0.0
534998|121|2021-08-03,-7,1,0,0.0
534998|121|2021-08-03,-6,1,0,0.0
534998|121|2021-08-03,-4,1,1,1.0
534998|121|2021-08-03,-2,1,1,1.0
535011|124|2021-07-22,-12,2,0,0.0
535011|124|2021-07-22,-11,1,0,0.0
535011|124|2021-07-22,-8,1,0,0.0
535011|124|2021-07-22,-7,3,2,0.6666666666666666
535011|124|2021-07-22,-6,1,0,0.0
535011|124|2021-07-22,-5,6,4,0.6666666666666666
535011|124|2021-07-22,-4,3,1,0.3333333333333333
535011|124|2021-07-22,-3,3,1,0.3333333333333333
535011|124|2021-07-22,-2,2,0,0.0
535011|124|2021-07-22,-1,2,2,1.0
535052|59|2021-08-03,-11,1,0,0.0
535052|59|2021-08-03,-10,2,1,0.5
535052|59|2021-08-03,-9,3,2,0.6666666666666666
535052|59|2021-08-03,-8,2,0,0.0
535052|59|2021-08-03,-7,3,0,0.0
535052|59|2021-08-03,-6,2,1,0.5
535052|59|2021-08-03,-4,2,1,0.5
535052|59|2021-08-03,-2,2,1,0.5
535052|59|2021-08-03,-1,1,0,0.0
535077|131|2021-08-29,-12,5,1,0.2
535077|131|2021-08-29,-8,3,2,0.6666666666666666
535087|47|2021-07-30,-12,2,0,0.0
535087|47|2021-07-30,-11,1,1,1.0
535087|47|2021-07-30,-10,1,0,0.0
535087|47|2021-07-30,-9,1,1,1.0
535087|47|2021-07-30,-8,1,0,0.0
535087|47|2021-07-30,-7,2,1,0.5
535087|47|2021-07-30,-6,2,1,0.5
535087|47|2021-07-30,-5,7,5,0.7142857142857143
535087|47|2021-07-30,-4,2,0,0.0
535087|47|2021-07-30,-3,1,0,0.0
535087|47|2021-07-30,-1,3,3,1.0
535091|46|2021-08-04,-3,2,1,0.5
535091|46|2021-08-04,-2,1,0,0.0
535094|238|2021-07-24,-9,1,1,1.0
535094|238|2021-07-24,-4,2,2,1.0
535094|238|2021-07-24,-3,1,0,0.0
535094|238|2021-07-24,-2,1,0,0.0
535114|131|2021-08-29,-12,2,1,0.5
535114|131|2021-08-29,-10,2,1,0.5
535114|131|2021-08-29,-9,2,0,0.0
535114|131|2021-08-29,-8,2,0,0.0
535114|131|2021-08-29,-7,4,2,0.5
535114|131|2021-08-29,-6,1,1,1.0
535114|131|2021-08-29,-4,1,0,0.0
535114|131|2021-08-29,-3,1,0,0.0
535114|131|2021-08-29,-2,1,1,1.0
535114|131|2021-08-29,-1,2,1,0.5
535159|39|2021-07-25,-11,1,0,0.0
535159|39|2021-07-25,-9,2,2,1.0
535159|39|2021-07-25,-7,1,0,0.0
535159|39|2021-07-25,-6,3,3,1.0
535159|39|2021-07-25,-5,2,2,1.0
535159|39|2021-07-25,-4,1,1,1.0
535159|39|2021-07-25,-2,1,0,0.0
535159|39|2021-07-25,-1,1,1,1.0
535165|19|2021-07-15,-9,1,0,0.0
535165|19|2021-07-15,-8,1,1,1.0
535165|19|2021-07-15,-5,1,0,0.0
535165|19|2021-07-15,-3,1,1,1.0
535169|59|2021-08-03,-12,1,0,0.0
535169|59|2021-08-03,-5,1,1,1.0
535199|131|2021-08-29,-12,1,0,0.0
535199|131|2021-08-29,-11,2,0,0.0
535199|131|2021-08-29,-10,3,1,0.3333333333333333
535199|131|2021-08-29,-9,2,1,0.5
535199|131|2021-08-29,-8,1,0,0.0
535199|131|2021-08-29,-7,1,0,0.0
535199|131|2021-08-29,-6,1,0,0.0
535199|131|2021-08-29,-5,4,0,0.0
535199|131|2021-08-29,-4,4,2,0.5
535199|131|2021-08-29,-3,2,1,0.5
535199|131|2021-08-29,-2,3,0,0.0
535199|131|2021-08-29,-1,3,1,0.3333333333333333
535218|121|2021-08-03,-5,3,3,1.0
535218|121|2021-08-03,-4,2,2,1.0
535218|121|2021-08-03,-3,1,0,0.0
535224|59|2021-08-03,-5,3,3,1.0
535224|59|2021-08-03,-4,3,1,0.3333333333333333
535224|59|2021-08-03,-3,2,2,1.0
535224|59|2021-08-03,-2,3,1,0.3333333333333333
535224|59|2021-08-03,-1,3,2,0.6666666666666666
535236|3|2021-08-09,-12,1,0,0.0
535236|3|2021-08-09,-10,2,2,1.0
535236|3|2021-08-09,-9,1,0,0.0
535236|3|2021-08-09,-6,1,0,0.0
535284|39|2021-07-25,-10,1,1,1.0
535284|39|2021-07-25,-9,1,1,1.0
535284|39|2021-07-25,-5,2,2,1.0
535284|39|2021-07-25,-4,2,2,1.0
535284|39|2021-07-25,-2,2,2,1.0
535288|39|2021-07-25,-11,1,1,1.0
535288|39|2021-07-25,-10,2,2,1.0
535288|39|2021-07-25,-9,4,3,0.75
535288|39|2021-07-25,-8,1,0,0.0
535288|39|2021-07-25,-5,1,1,1.0
535288|39|2021-07-25,-3,1,1,1.0
535293|19|2021-07-15,-11,1,1,1.0
535349|3|2021-08-09,-12,1,1,1.0
535349|3|2021-08-09,-6,1,1,1.0
535349|3|2021-08-09,-3,1,1,1.0
535349|3|2021-08-09,-1,1,1,1.0
535359|131|2021-08-29,-7,2,2,1.0
535359|131|2021-08-29,-4,1,0,0.0
535417|39|2021-07-25,-12,1,0,0.0
535435|19|2021-07-15,-12,7,7,1.0
535435|19|2021-07-15,-6,1,1,1.0
535435|19|2021-07-15,-2,2,2,1.0
535435|19|2021-07-15,-1,2,0,0.0
535440|8|2021-05-27,-12,3,2,0.6666666666666666
535440|8|2021-05-27,-11,3,2,0.6666666666666666
535440|8|2021-05-27,-10,3,2,0.6666666666666666
535440|8|2021-05-27,-4,1,0,0.0
535440|8|2021-05-27,-3,2,1,0.5
535440|8|2021-05-27,-2,1,0,0.0
535440|8|2021-05-27,-1,2,1,0.5
535491|182|2021-08-03,-11,2,1,0.5
535491|182|2021-08-03,-10,1,0,0.0
535491|182|2021-08-03,-9,3,2,0.6666666666666666
535491|182|2021-08-03,-8,4,1,0.25
535491|182|2021-08-03,-7,2,1,0.5
535491|182|2021-08-03,-6,3,1,0.3333333333333333
535491|182|2021-08-03,-5,3,1,0.3333333333333333
535491|182|2021-08-03,-4,5,4,0.8
535491|182|2021-08-03,-3,4,1,0.25
535491|182|2021-08-03,-2,4,0,0.0
535491|182|2021-08-03,-1,1,0,0.0
535492|3|2021-08-09,-12,1,1,1.0
535506|121|2021-08-03,-10,2,1,0.5
535506|121|2021-08-03,-9,2,1,0.5
535506|121|2021-08-03,-5,1,1,1.0
535527|238|2021-07-24,-6,1,1,1.0
535527|238|2021-07-24,-4,1,1,1.0
535527|238|2021-07-24,-2,2,2,1.0
535527|238|2021-07-24,-1,3,2,0.6666666666666666
535532|124|2021-07-22,-10,4,4,1.0
535532|124|2021-07-22,-9,2,2,1.0
535532|124|2021-07-22,-8,2,1,0.5
535532|124|2021-07-22,-7,4,3,0.75
535532|124|2021-07-22,-6,1,0,0.0
535532|124|2021-07-22,-5,1,1,1.0
535532|124|2021-07-22,-4,1,1,1.0
535532|124|2021-07-22,-3,1,1,1.0
535532|124|2021-07-22,-2,1,1,1.0
535550|131|2021-08-29,-11,3,3,1.0
535550|131|2021-08-29,-10,4,3,0.75
535550|131|2021-08-29,-5,1,0,0.0
535550|131|2021-08-29,-3,1,1,1.0
535550|131|2021-08-29,-2,2,1,0.5
535564|124|2021-07-22,-12,1,0,0.0
535564|124|2021-07-22,-11,3,2,0.6666666666666666
535564|124|2021-07-22,-10,1,1,1.0
535564|124|2021-07-22,-9,1,1,1.0
535564|124|2021-07-22,-7,3,1,0.3333333333333333
535566|121|2021-08-03,-9,2,0,0.0
535566|121|2021-08-03,-8,1,0,0.0
535567|238|2021-07-24,-11,1,1,1.0
535567|238|2021-07-24,-10,3,2,0.6666666666666666
535567|238|2021-07-24,-9,2,0,0.0
535567|238|2021-07-24,-7,2,1,0.5
535567|238|2021-07-24,-3,3,2,0.6666666666666666
535567|238|2021-07-24,-1,1,0,0.0
535583|46|2021-08-04,-6,1,1,1.0
535583|46|2021-08-04,-4,1,0,0.0
535591|238|2021-07-24,-11,2,2,1.0
535591|238|2021-07-24,-9,3,2,0.6666666666666666
535591|238|2021-07-24,-7,1,1,1.0
535591|238|2021-07-24,-4,1,1,1.0
535610|121|2021-08-03,-12,3,0,0.0
535610|121|2021-08-03,-11,2,2,1.0
535610|121|2021-08-03,-10,1,0,0.0
535610|121|2021-08-03,-3,2,1,0.5
535628|133|2021-07-28,-11,1,1,1.0
535628|133|2021-07-28,-9,1,0,0.0
535628|133|2021-07-28,-6,1,1,1.0
535628|133|2021-07-28,-5,1,1,1.0
535628|133|2021-07-28,-4,3,2,0.6666666666666666
535628|133|2021-07-28,-2,2,1,0.5
535628|133|2021-07-28,-1,4,3,0.75
535639|59|2021-08-03,-12,1,0,0.0
535639|59|2021-08-03,-11,1,0,0.0
535639|59|2021-08-03,-10,1,0,0.0
535639|59|2021-08-03,-9,2,1,0.5
535639|59|2021-08-03,-8,7,4,0.5714285714285714
535639|59|2021-08-03,-7,2,0,0.0
535639|59|2021-08-03,-6,3,0,0.0
535639|59|2021-08-03,-5,3,0,0.0
535639|59|2021-08-03,-4,1,0,0.0
535639|59|2021-08-03,-2,3,1,0.3333333333333333
535641|59|2021-08-03,-10,1,0,0.0
535641|59|2021-08-03,-9,2,0,0.0
535641|59|2021-08-03,-8,1,1,1.0
535641|59|2021-08-03,-5,1,1,1.0
535641|59|2021-08-03,-3,1,0,0.0
535641|59|2021-08-03,-1,1,0,0.0
535642|59|2021-08-03,-7,1,1,1.0
535642|59|2021-08-03,-4,3,3,1.0
535677|59|2021-08-03,-12,2,1,0.5
535677|59|2021-08-03,-9,2,1,0.5
535677|59|2021-08-03,-8,2,2,1.0
535677|59|2021-08-03,-6,2,1,0.5
535677|59|2021-08-03,-5,1,1,1.0
535677|59|2021-08-03,-4,2,1,0.5
535677|59|2021-08-03,-3,1,1,1.0
535687|124|2021-07-22,-10,1,1,1.0
535687|124|2021-07-22,-8,1,1,1.0
535687|124|2021-07-22,-3,2,1,0.5
535698|121|2021-08-03,-7,1,1,1.0
535698|121|2021-08-03,-6,1,1,1.0
535698|121|2021-08-03,-5,3,3,1.0
535698|121|2021-08-03,-4,1,0,0.0
535707|39|2021-07-25,-12,2,2,1.0
535707|39|2021-07-25,-10,1,1,1.0
535707|39|2021-07-25,-4,2,2,1.0
535750|182|2021-08-03,-7,1,1,1.0
535750|182|2021-08-03,-3,3,3,1.0
535759|124|2021-07-22,-12,4,2,0.5
535759|124|2021-07-22,-11,3,0,0.0
535759|124|2021-07-22,-10,2,0,0.0
535759|124|2021-07-22,-8,4,1,0.25
535759|124|2021-07-22,-7,2,1,0.5
535759|124|2021-07-22,-6,3,0,0.0
535759|124|2021-07-22,-5,1,1,1.0
535759|124|2021-07-22,-3,2,2,1.0
535792|220|2021-08-03,-11,2,0,0.0
535792|220|2021-08-03,-7,1,1,1.0
535792|220|2021-08-03,-5,1,0,0.0
535792|220|2021-08-03,-4,1,0,0.0
535800|121|2021-08-03,-8,1,1,1.0
535800|121|2021-08-03,-7,1,1,1.0
535800|121|2021-08-03,-4,1,0,0.0
535800|121|2021-08-03,-3,3,3,1.0
535800|121|2021-08-03,-2,2,1,0.5
535800|121|2021-08-03,-1,1,0,0.0
535831|133|2021-07-28,-12,3,3,1.0
535831|133|2021-07-28,-10,2,0,0.0
535831|133|2021-07-28,-9,1,0,0.0
535831|133|2021-07-28,-6,2,2,1.0
535831|133|2021-07-28,-4,2,2,1.0
535831|133|2021-07-28,-3,3,1,0.3333333333333333
535831|133|2021-07-28,-2,3,1,0.3333333333333333
535831|133|2021-07-28,-1,2,0,0.0
535847|133|2021-07-28,-12,2,1,0.5
535847|133|2021-07-28,-11,2,1,0.5
535847|133|2021-07-28,-10,1,1,1.0
535847|133|2021-07-28,-9,1,0,0.0
535847|133|2021-07-28,-8,2,1,0.5
535847|133|2021-07-28,-7,4,2,0.5
535847|133|2021-07-28,-3,5,3,0.6
535856|121|2021-08-03,-12,1,0,0.0
535856|121|2021-08-03,-9,1,0,0.0
535856|121|2021-08-03,-7,1,1,1.0
535937|133|2021-07-28,-11,3,3,1.0
535937|133|2021-07-28,-10,6,4,0.6666666666666666
535937|133|2021-07-28,-9,4,3,0.75
535937|133|2021-07-28,-8,4,2,0.5
535937|133|2021-07-28,-7,3,1,0.3333333333333333
535937|133|2021-07-28,-6,4,1,0.25
535937|133|2021-07-28,-5,2,1,0.5
535937|133|2021-07-28,-4,4,2,0.5
535937|133|2021-07-28,-3,2,1,0.5
535937|133|2021-07-28,-2,3,1,0.3333333333333333
535979|220|2021-08-03,-12,1,0,0.0
535979|220|2021-08-03,-9,1,0,0.0
535979|220|2021-08-03,-8,1,1,1.0
535979|220|2021-08-03,-7,1,1,1.0
535979|220|2021-08-03,-2,1,1,1.0
535979|220|2021-08-03,-1,1,0,0.0
535991|44|2021-07-24,-12,2,2,1.0
535991|44|2021-07-24,-10,2,1,0.5
535991|44|2021-07-24,-9,1,0,0.0
535991|44|2021-07-24,-5,1,1,1.0
535991|44|2021-07-24,-4,1,1,1.0
535991|44|2021-07-24,-1,1,1,1.0
536005|44|2021-07-24,-12,1,1,1.0
536005|44|2021-07-24,-10,1,0,0.0
536009|46|2021-08-04,-11,1,0,0.0
536009|46|2021-08-04,-10,1,0,0.0
536009|46|2021-08-04,-9,1,0,0.0
536009|46|2021-08-04,-7,1,1,1.0
536009|46|2021-08-04,-4,1,0,0.0
536009|46|2021-08-04,-3,2,1,0.5
536016|59|2021-08-03,-5,2,2,1.0
536016|59|2021-08-03,-4,4,4,1.0
536016|59|2021-08-03,-3,2,0,0.0
536016|59|2021-08-03,-2,2,2,1.0
536016|59|2021-08-03,-1,1,0,0.0
536049|124|2021-07-22,-12,1,1,1.0
536049|124|2021-07-22,-11,1,1,1.0
536049|124|2021-07-22,-10,4,1,0.25
536049|124|2021-07-22,-9,1,0,0.0
536055|5|2021-08-18,-11,1,0,0.0
536055|5|2021-08-18,-10,1,0,0.0
536055|5|2021-08-18,-8,2,2,1.0
536055|5|2021-08-18,-1,1,1,1.0
536062|59|2021-08-03,-4,1,1,1.0
536062|59|2021-08-03,-3,1,1,1.0
536062|59|2021-08-03,-2,1,1,1.0
536081|8|2021-05-27,-9,1,1,1.0
536081|8|2021-05-27,-8,2,1,0.5
536081|8|2021-05-27,-7,2,0,0.0
536081|8|2021-05-27,-6,1,0,0.0
536081|8|2021-05-27,-5,3,2,0.6666666666666666
536081|8|2021-05-27,-4,5,3,0.6
536081|8|2021-05-27,-3,2,1,0.5
536081|8|2021-05-27,-2,3,2,0.6666666666666666
536081|8|2021-05-27,-1,3,1,0.3333333333333333
536139|5|2021-08-18,-3,1,0,0.0
536139|5|2021-08-18,-1,2,0,0.0
536162|39|2021-07-25,-8,1,1,1.0
536162|39|2021-07-25,-2,1,1,1.0
536206|124|2021-07-22,-12,3,3,1.0
536206|124|2021-07-22,-4,1,1,1.0
536206|124|2021-07-22,-3,3,2,0.6666666666666666
536206|124|2021-07-22,-2,1,0,0.0
536216|47|2021-07-30,-11,1,0,0.0
536216|47|2021-07-30,-10,1,1,1.0
536216|47|2021-07-30,-9,1,1,1.0
536216|47|2021-07-30,-7,4,2,0.5
536216|47|2021-07-30,-6,2,0,0.0
536216|47|2021-07-30,-5,1,0,0.0
536216|47|2021-07-30,-4,1,0,0.0
536216|47|2021-07-30,-1,2,1,0.5
536217|62|2021-08-04,-12,1,1,1.0
536217|62|2021-08-04,-10,1,1,1.0
536217|62|2021-08-04,-9,5,3,0.6
536217|62|2021-08-04,-8,1,0,0.0
536217|62|2021-08-04,-7,2,1,0.5
536217|62|2021-08-04,-6,2,1,0.5
536217|62|2021-08-04,-5,3,1,0.3333333333333333
536217|62|2021-08-04,-4,4,2,0.5
536217|62|2021-08-04,-3,1,0,0.0
536217|62|2021-08-04,-2,3,2,0.6666666666666666
536217|62|2021-08-04,-1,2,0,0.0
536219|131|2021-08-29,-11,3,2,0.6666666666666666
536219|131|2021-08-29,-10,2,2,1.0
536219|131|2021-08-29,-9,1,0,0.0
536222|19|2021-07-15,-9,3,3,1.0
536222|19|2021-07-15,-8,6,4,0.6666666666666666
536222|19|2021-07-15,-6,1,1,1.0
536258|39|2021-07-25,-12,5,3,0.6
536258|39|2021-07-25,-11,3,1,0.3333333333333333
536258|39|2021-07-25,-10,2,1,0.5
536258|39|2021-07-25,-9,1,0,0.0
536258|39|2021-07-25,-8,2,1,0.5
536258|39|2021-07-25,-7,1,0,0.0
536258|39|2021-07-25,-6,2,0,0.0
536258|39|2021-07-25,-5,3,0,0.0
536258|39|2021-07-25,-4,4,2,0.5
536258|39|2021-07-25,-3,5,2,0.4
536258|39|2021-07-25,-2,3,1,0.3333333333333333
536258|39|2021-07-25,-1,1,0,0.0
536306|5|2021-08-18,-11,2,1,0.5
536306|5|2021-08-18,-10,6,6,1.0
536306|5|2021-08-18,-9,1,1,1.0
536306|5|2021-08-18,-7,2,0,0.0
536306|5|2021-08-18,-5,1,0,0.0
536306|5|2021-08-18,-2,5,3,0.6
536345|238|2021-07-24,-12,3,1,0.3333333333333333
536345|238|2021-07-24,-11,1,0,0.0
536345|238|2021-07-24,-10,1,0,0.0
536345|238|2021-07-24,-7,3,3,1.0
536345|238|2021-07-24,-5,1,0,0.0
536345|238|2021-07-24,-4,2,1,0.5
536345|238|2021-07-24,-3,4,3,0.75
536345|238|2021-07-24,-2,4,1,0.25
536345|238|2021-07-24,-1,3,1,0.3333333333333333
536366|131|2021-08-29,-12,1,0,0.0
536366|131|2021-08-29,-11,1,0,0.0
536366|131|2021-08-29,-9,2,2,1.0
536366|131|2021-08-29,-8,1,1,1.0
536366|131|2021-08-29,-7,4,4,1.0
536366|131|2021-08-29,-6,2,1,0.5
536366|131|2021-08-29,-1,1,0,0.0
536408|46|2021-08-04,-12,1,0,0.0
536408|46|2021-08-04,-11,1,0,0.0
536408|46|2021-08-04,-10,2,2,1.0
536408|46|2021-08-04,-9,4,3,0.75
536408|46|2021-08-04,-8,1,0,0.0
536408|46|2021-08-04,-7,2,2,1.0
536408|46|2021-08-04,-6,6,3,0.5
536408|46|2021-08-04,-5,5,2,0.4
536408|46|2021-08-04,-4,2,1,0.5
536408|46|2021-08-04,-3,7,3,0.42857142857142855
536408|46|2021-08-04,-2,2,1,0.5
536411|246|2021-07-27,-11,2,0,0.0
536411|246|2021-07-27,-10,1,0,0.0
536411|246|2021-07-27,-6,1,0,0.0
536411|246|2021-07-27,-5,2,0,0.0
536415|121|2021-08-03,-5,5,5,1.0
536416|39|2021-07-25,-11,1,1,1.0
536416|39|2021-07-25,-10,1,1,1.0
536416|39|2021-07-25,-8,1,0,0.0
536416|39|2021-07-25,-5,3,2,0.6666666666666666
536416|39|2021-07-25,-4,1,0,0.0
536416|39|2021-07-25,-3,1,1,1.0
536416|39|2021-07-25,-2,1,0,0.0
536416|39|2021-07-25,-1,1,1,1.0
536423|3|2021-08-09,-9,2,1,0.5
536423|3|2021-08-09,-6,1,1,1.0
536423|3|2021-08-09,-4,1,1,1.0
536429|238|2021-07-24,-11,2,1,0.5
536429|238|2021-07-24,-4,1,1,1.0
536433|59|2021-08-03,-10,1,0,0.0
536433|59|2021-08-03,-9,1,0,0.0
536433|59|2021-08-03,-7,1,0,0.0
536433|59|2021-08-03,-5,1,0,0.0
536433|59|2021-08-03,-4,3,3,1.0
536433|59|2021-08-03,-1,2,0,0.0
536434|39|2021-07-25,-11,1,1,1.0
536434|39|2021-07-25,-9,2,2,1.0
536434|39|2021-07-25,-8,1,1,1.0
536438|238|2021-07-24,-12,1,1,1.0
536438|238|2021-07-24,-9,1,1,1.0
536438|238|2021-07-24,-6,1,0,0.0
536438|238|2021-07-24,-5,2,0,0.0
536438|238|2021-07-24,-3,2,0,0.0
536438|238|2021-07-24,-2,1,1,1.0
536440|62|2021-08-04,-12,1,0,0.0
536440|62|2021-08-04,-11,1,0,0.0
536440|62|2021-08-04,-10,1,0,0.0
536440|62|2021-08-04,-9,1,0,0.0
536440|62|2021-08-04,-8,1,0,0.0
536440|62|2021-08-04,-7,1,0,0.0
536448|124|2021-07-22,-5,2,2,1.0
536448|124|2021-07-22,-4,1,1,1.0
536448|124|2021-07-22,-2,2,2,1.0
536448|124|2021-07-22,-1,2,2,1.0
536471|131|2021-08-29,-4,1,1,1.0
536562|59|2021-08-03,-5,1,1,1.0
536562|59|2021-08-03,-4,2,1,0.5
536562|59|2021-08-03,-3,4,3,0.75
536562|59|2021-08-03,-2,5,3,0.6
536567|47|2021-07-30,-12,1,0,0.0
536567|47|2021-07-30,-11,1,0,0.0
536567|47|2021-07-30,-10,1,0,0.0
536567|47|2021-07-30,-9,1,1,1.0
536588|133|2021-07-28,-9,1,1,1.0
536588|133|2021-07-28,-8,2,1,0.5
536588|133|2021-07-28,-7,1,1,1.0
536588|133|2021-07-28,-6,1,0,0.0
536588|133|2021-07-28,-5,1,0,0.0
536588|133|2021-07-28,-3,3,3,1.0
536588|133|2021-07-28,-2,3,3,1.0
536588|133|2021-07-28,-1,1,0,0.0
536629|133|2021-07-28,-12,2,0,0.0
536629|133|2021-07-28,-11,4,2,0.5
536629|133|2021-07-28,-10,2,0,0.0
536629|133|2021-07-28,-9,5,1,0.2
536629|133|2021-07-28,-8,3,0,0.0
536629|133|2021-07-28,-7,4,2,0.5
536629|133|2021-07-28,-6,2,0,0.0
536629|133|2021-07-28,-5,4,1,0.25
536629|133|2021-07-28,-4,2,1,0.5
536629|133|2021-07-28,-3,2,1,0.5
536629|133|2021-07-28,-2,4,3,0.75
536629|133|2021-07-28,-1,1,0,0.0
536684|238|2021-07-24,-12,1,1,1.0
536684|238|2021-07-24,-10,1,1,1.0
536684|238|2021-07-24,-4,1,0,0.0
536698|182|2021-08-03,-8,1,0,0.0
536698|182|2021-08-03,-6,2,1,0.5
536698|182|2021-08-03,-4,3,2,0.6666666666666666
536698|182|2021-08-03,-2,3,1,0.3333333333333333
536702|124|2021-07-22,-11,2,2,1.0
536702|124|2021-07-22,-10,4,3,0.75
536702|124|2021-07-22,-9,3,2,0.6666666666666666
536702|124|2021-07-22,-8,5,1,0.2
536702|124|2021-07-22,-7,4,2,0.5
536702|124|2021-07-22,-6,3,0,0.0
536702|124|2021-07-22,-5,2,1,0.5
536702|124|2021-07-22,-4,3,2,0.6666666666666666
536702|124|2021-07-22,-2,3,1,0.3333333333333333
536702|124|2021-07-22,-1,2,1,0.5
536704|124|2021-07-22,-12,1,1,1.0
536704|124|2021-07-22,-8,3,3,1.0
536704|124|2021-07-22,-7,4,2,0.5
536704|124|2021-07-22,-6,3,0,0.0
536704|124|2021-07-22,-5,1,0,0.0
536704|124|2021-07-22,-3,4,2,0.5
536704|124|2021-07-22,-2,3,3,1.0
536704|124|2021-07-22,-1,2,1,0.5
536774|39|2021-07-25,-9,2,2,1.0
536774|39|2021-07-25,-8,3,3,1.0
536774|39|2021-07-25,-4,1,1,1.0
536784|62|2021-08-04,-11,1,1,1.0
536784|62|2021-08-04,-9,1,1,1.0
536815|44|2021-07-24,-11,2,1,0.5
536815|44|2021-07-24,-4,2,2,1.0
536837|39|2021-07-25,-12,2,1,0.5
536837|39|2021-07-25,-11,1,0,0.0
536837|39|2021-07-25,-9,1,1,1.0
536837|39|2021-07-25,-8,2,1,0.5
536837|39|2021-07-25,-5,2,2,1.0
536837|39|2021-07-25,-4,1,0,0.0
536837|39|2021-07-25,-3,1,1,1.0
536837|39|2021-07-25,-2,1,1,1.0
536863|121|2021-08-03,-12,2,1,0.5
536863|121|2021-08-03,-3,3,3,1.0
536879|121|2021-08-03,-12,2,0,0.0
536879|121|2021-08-03,-11,1,0,0.0
536879|121|2021-08-03,-8,2,2,1.0
536879|121|2021-08-03,-7,4,1,0.25
536879|121|2021-08-03,-6,1,0,0.0
536879|121|2021-08-03,-4,2,1,0.5
536879|121|2021-08-03,-3,3,0,0.0
536879|121|2021-08-03,-2,1,0,0.0
536879|121|2021-08-03,-1,2,0,0.0
536968|8|2021-05-27,-6,2,2,1.0
536968|8|2021-05-27,-5,2,1,0.5
536968|8|2021-05-27,-2,1,1,1.0
536968|8|2021-05-27,-1,1,1,1.0
536981|39|2021-07-25,-9,1,1,1.0
536981|39|2021-07-25,-8,1,1,1.0
536981|39|2021-07-25,-5,2,2,1.0
536981|39|2021-07-25,-4,2,0,0.0
536981|39|2021-07-25,-3,2,1,0.5
536981|39|2021-07-25,-2,1,0,0.0
536981|39|2021-07-25,-1,2,1,0.5
536988|5|2021-08-18,-11,6,6,1.0
536988|5|2021-08-18,-10,4,1,0.25
536988|5|2021-08-18,-9,2,0,0.0
536988|5|2021-08-18,-8,1,0,0.0
536988|5|2021-08-18,-7,1,0,0.0
536988|5|2021-08-18,-6,1,0,0.0
536988|5|2021-08-18,-5,2,1,0.5
537007|131|2021-08-29,-8,2,0,0.0
537027|124|2021-07-22,-11,4,4,1.0
537027|124|2021-07-22,-10,1,0,0.0
537027|124|2021-07-22,-9,2,1,0.5
537027|124|2021-07-22,-7,1,1,1.0
537027|124|2021-07-22,-6,6,4,0.6666666666666666
537027|124|2021-07-22,-4,4,2,0.5
537027|124|2021-07-22,-3,3,2,0.6666666666666666
537027|124|2021-07-22,-2,2,2,1.0
537032|121|2021-08-03,-10,3,2,0.6666666666666666
537032|121|2021-08-03,-8,1,1,1.0
537032|121|2021-08-03,-5,1,0,0.0
537047|133|2021-07-28,-7,1,1,1.0
537047|133|2021-07-28,-2,1,1,1.0
537062|19|2021-07-15,-12,1,0,0.0
537062|19|2021-07-15,-9,1,1,1.0
537073|8|2021-05-27,-9,1,1,1.0
537073|8|2021-05-27,-8,1,1,1.0
537073|8|2021-05-27,-6,1,0,0.0
537073|8|2021-05-27,-5,1,0,0.0
537073|8|2021-05-27,-2,2,1,0.5
537095|46|2021-08-04,-12,1,0,0.0
537095|46|2021-08-04,-11,3,2,0.6666666666666666
537095|46|2021-08-04,-10,3,2,0.6666666666666666
537095|46|2021-08-04,-9,5,1,0.2
537095|46|2021-08-04,-8,2,1,0.5
537095|46|2021-08-04,-6,2,0,0.0
537095|46|2021-08-04,-5,5,5,1.0
537095|46|2021-08-04,-3,2,1,0.5
537095|46|2021-08-04,-2,1,0,0.0
537171|46|2021-08-04,-9,2,2,1.0
537171|46|2021-08-04,-8,10,9,0.9
537171|46|2021-08-04,-7,11,8,0.7272727272727273
537171|46|2021-08-04,-6,3,0,0.0
537171|46|2021-08-04,-5,3,2,0.6666666666666666
537171|46|2021-08-04,-4,2,2,1.0
537171|46|2021-08-04,-2,2,2,1.0
537171|46|2021-08-04,-1,3,3,1.0
537216|5|2021-08-18,-6,3,3,1.0
537216|5|2021-08-18,-4,1,1,1.0
537216|5|2021-08-18,-3,2,1,0.5
537220|133|2021-07-28,-11,5,5,1.0
537220|133|2021-07-28,-10,3,1,0.3333333333333333
537220|133|2021-07-28,-9,1,0,0.0
537220|133|2021-07-28,-8,1,0,0.0
537220|133|2021-07-28,-7,1,0,0.0
537220|133|2021-07-28,-5,1,1,1.0
537275|47|2021-07-30,-12,1,0,0.0
537275|47|2021-07-30,-11,1,0,0.0
537275|47|2021-07-30,-10,1,0,0.0
537275|47|2021-07-30,-8,1,0,0.0
537275|47|2021-07-30,-7,1,0,0.0
537275|47|2021-07-30,-6,1,0,0.0
537275|47|2021-07-30,-4,3,2,0.6666666666666666
537275|47|2021-07-30,-3,2,1,0.5
537275|47|2021-07-30,-2,1,0,0.0
537285|121|2021-08-03,-12,1,1,1.0
537285|121|2021-08-03,-11,1,1,1.0
