member_id,push_group,active_period_num,avg_days_from_push,same_day_wakeup,used_deeper_discount
74187.0,1,4,2.0,0,0
83726.0,1,4,5.0,0,0
88256.0,1,4,4.0,0,0
106454.0,1,4,6.0,0,0
119226.0,1,4,2.0,0,0
130838.0,1,4,11.0,0,0
136378.0,1,4,5.0,0,0
144822.0,1,4,5.0,0,0
158771.0,1,4,1.0,0,0
163866.0,1,4,3.0,0,0
173096.0,1,4,6.0,0,0
184017.0,1,4,3.0,0,0
192350.0,1,4,1.0,0,0
194805.0,1,4,2.0,0,0
199409.0,1,4,6.0,0,0
230671.0,1,4,4.0,0,0
259804.0,1,4,135.0,0,0
276525.0,1,4,4.0,0,0
299953.0,1,4,2.0,0,0
308838.0,1,4,4.0,0,0
327499.0,1,4,1.0,0,0
339797.0,1,4,4.0,0,0
348831.0,1,4,5.0,0,0
356530.0,1,4,1.0,0,0
360643.0,1,4,2.0,0,0
369279.0,1,4,2.0,0,0
400264.0,1,4,1.0,0,0
402137.0,1,4,1.0,0,0
418362.0,1,4,5.0,0,0
430947.0,1,4,2.0,0,0
438435.0,1,4,6.0,0,0
439243.0,1,4,9.0,0,0
441683.0,1,4,28.0,0,0
445799.0,1,4,6.0,0,0
446647.0,1,4,3.0,0,0
447820.0,1,4,6.0,0,0
461755.0,1,4,1.0,0,0
483575.0,1,4,4.0,0,0
487997.0,1,4,3.0,0,0
495385.0,1,4,1.0,0,0
496493.0,1,4,4.0,0,0
516212.0,1,4,3.0,0,0
520872.0,1,4,2.0,0,0
526050.0,1,4,5.0,0,0
528655.0,1,4,1.0,0,0
545574.0,1,4,1.0,0,0
562744.0,1,4,1.0,0,0
563301.0,1,4,5.0,0,0
579376.0,1,4,3.0,0,0
600506.0,1,4,23.0,0,0
602595.0,1,4,4.0,0,0
603312.0,1,4,7.0,0,0
607574.0,1,4,3.0,0,0
616321.0,1,4,20.0,0,0
619213.0,1,4,2.0,0,0
624010.0,1,4,12.0,0,0
629904.0,1,4,3.0,0,0
648517.0,1,4,2.0,0,0
649935.0,1,4,4.0,0,0
650399.0,1,4,3.0,0,0
652675.0,1,4,2.0,0,0
658268.0,1,4,4.0,0,0
677507.0,1,4,1.0,0,0
678800.0,1,4,4.0,0,0
688039.0,1,4,4.0,0,0
696732.0,1,4,1.0,0,0
707783.0,1,4,9.0,0,0
712900.0,1,4,5.0,0,0
713393.0,1,4,3.0,0,0
721216.0,1,4,33.0,0,0
726833.0,1,4,2.0,0,0
726842.0,1,4,1.0,0,0
727245.0,1,4,2.0,0,0
728792.0,1,4,4.0,0,0
729849.0,1,4,5.0,0,0
740899.0,1,4,5.0,0,0
755161.0,1,4,5.0,0,0
756533.0,1,4,4.0,0,0
777140.0,1,4,1.0,0,0
792503.0,1,4,1.0,0,0
1854.0,1,5,3.0,0,0
3790.0,1,5,2.0,0,0
24099.0,1,5,4.0,0,0
39121.0,1,5,4.0,0,0
55923.0,1,5,1.0,0,0
57582.0,1,5,1.0,0,0
72369.0,1,5,3.0,0,0
88256.0,1,5,1.0,0,0
106454.0,1,5,1.0,0,0
136378.0,1,5,6.0,0,0
173096.0,1,5,20.0,0,0
184017.0,1,5,3.0,0,0
194805.0,1,5,16.0,0,0
213147.0,1,5,5.0,0,0
230671.0,1,5,1.0,0,0
276525.0,1,5,6.0,0,0
277372.0,1,5,2.0,0,0
306206.0,1,5,5.0,0,0
339797.0,1,5,1.0,0,0
348831.0,1,5,1.0,0,0
369279.0,1,5,1.0,0,0
393022.0,1,5,2.0,0,0
395173.0,1,5,2.0,0,0
402137.0,1,5,5.0,0,0
408616.0,1,5,3.0,0,0
438435.0,1,5,4.0,0,0
445799.0,1,5,3.0,0,0
457496.0,1,5,5.0,0,0
523824.0,1,5,2.0,0,0
526050.0,1,5,1.0,0,0
545574.0,1,5,3.0,0,0
563301.0,1,5,5.0,0,0
595360.0,1,5,2.0,0,0
600506.0,1,5,2.0,0,0
602595.0,1,5,1.0,0,0
603312.0,1,5,4.0,0,0
609735.0,1,5,1.0,0,0
611975.0,1,5,3.0,0,0
624010.0,1,5,9.0,0,0
649935.0,1,5,1.0,0,0
650399.0,1,5,3.0,0,0
652675.0,1,5,2.0,0,0
656672.0,1,5,5.0,0,0
658268.0,1,5,2.0,0,0
677507.0,1,5,1.0,0,0
678800.0,1,5,4.0,0,0
692136.0,1,5,1.0,0,0
696732.0,1,5,5.0,0,0
712900.0,1,5,1.0,0,0
713393.0,1,5,1.0,0,0
726833.0,1,5,1.0,0,0
726842.0,1,5,6.0,0,0
728792.0,1,5,5.0,0,0
755161.0,1,5,4.0,0,0
756533.0,1,5,3.0,0,0
802943.0,1,5,6.0,0,0
1854.0,1,6,4.0,0,0
3790.0,1,6,2.0,0,0
39121.0,1,6,2.0,0,0
88256.0,1,6,2.0,0,0
106454.0,1,6,2.0,0,0
192350.0,1,6,1.0,0,0
199409.0,1,6,5.0,0,0
277372.0,1,6,6.0,0,0
393022.0,1,6,2.0,0,0
395173.0,1,6,3.0,0,0
408616.0,1,6,3.0,0,0
438435.0,1,6,3.0,0,0
445799.0,1,6,5.0,0,0
457496.0,1,6,2.0,0,0
523824.0,1,6,4.0,0,0
526050.0,1,6,4.0,0,0
563301.0,1,6,5.0,0,0
579376.0,1,6,6.0,0,0
600506.0,1,6,3.0,0,0
624010.0,1,6,1.0,0,0
649935.0,1,6,2.0,0,0
652675.0,1,6,3.0,0,0
712900.0,1,6,2.0,0,0
713393.0,1,6,1.0,0,0
726833.0,1,6,6.0,0,0
726842.0,1,6,5.0,0,0
756533.0,1,6,2.0,0,0
1854.0,1,7,4.0,0,0
39121.0,1,7,2.0,0,0
