treated,match_cell,blocked_available,non_blocked_available,retained_per_group,common_support,episodes_before,episodes_after,blocked_retained,non_blocked_retained,treated_retained,control_retained
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(0.999, 10037.75]|(10037.75, 20074.5]",2,8,2,1,,,,,,
1,"1|(20074.5, 30111.25]|(10037.75, 20074.5]|(0.999, 10037.75]|(20074.5, 30111.25]",2,3,2,1,,,,,,
1,"1|(30111.25, 40148.0]|(10037.75, 20074.5]|(0.999, 10037.75]|(10037.75, 20074.5]",1,1,1,1,,,,,,
1,"1|(10037.75, 20074.5]|(10037.75, 20074.5]|(10037.75, 20074.5]|(20074.5, 30111.25]",0,39,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(10037.75, 20074.5]|(20074.5, 30111.25]|(20074.5, 30111.25]",0,41,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(30111.25, 40148.0]|(0.999, 10037.75]|(20074.5, 30111.25]",8,47,8,1,,,,,,
1,"1|(0.999, 10037.75]|(10037.75, 20074.5]|(30111.25, 40148.0]|(10037.75, 20074.5]",0,7,0,0,,,,,,
1,"1|(0.999, 10037.75]|(10037.75, 20074.5]|(20074.5, 30111.25]|(10037.75, 20074.5]",0,4,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(10037.75, 20074.5]|(30111.25, 40148.0]|(10037.75, 20074.5]",0,42,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(20074.5, 30111.25]|(20074.5, 30111.25]|(10037.75, 20074.5]",1,191,1,1,,,,,,
1,"1|(30111.25, 40148.0]|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]",1,17,1,1,,,,,,
1,"1|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]",14,85,14,1,,,,,,
1,"1|(10037.75, 20074.5]|(20074.5, 30111.25]|(30111.25, 40148.0]|(10037.75, 20074.5]",0,479,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]",35,165,35,1,,,,,,
1,"1|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]|(10037.75, 20074.5]",1,0,0,0,,,,,,
1,"1|(20074.5, 30111.25]|(20074.5, 30111.25]|(20074.5, 30111.25]|(30111.25, 40148.0]",14,8,8,1,,,,,,
1,"1|(30111.25, 40148.0]|(20074.5, 30111.25]|(20074.5, 30111.25]|(30111.25, 40148.0]",9,5,5,1,,,,,,
1,"1|(10037.75, 20074.5]|(30111.25, 40148.0]|(10037.75, 20074.5]|(20074.5, 30111.25]",0,3,0,0,,,,,,
1,"1|(10037.75, 20074.5]|(20074.5, 30111.25]|(30111.25, 40148.0]|(20074.5, 30111.25]",2,11,2,1,,,,,,
all,__overall__,10865,29283,5478,1,40148.0,10956.0,5478.0,5478.0,2036.0,8920.0
